"","Random_Depths","Damage"
"1",-3,NA
"2",0,NA
"3",-2,NA
"4",0,NA
"5",1,NA
"6",-4,NA
"7",-2,NA
"8",0,NA
"9",-2,NA
"10",-2,NA
"11",1,NA
"12",-2,NA
"13",-1,NA
"14",-1,NA
"15",-3,NA
"16",1,NA
"17",-3,NA
"18",-4,NA
"19",-2,NA
"20",1,NA
"21",0,NA
"22",-1,NA
"23",-1,NA
"24",3,NA
"25",-1,NA
"26",-1,NA
"27",-2,NA
"28",-1,NA
"29",-3,NA
"30",-3,NA
"31",2,NA
"32",1,NA
"33",-1,NA
"34",0,NA
"35",-4,NA
"36",-2,NA
"37",-1,NA
"38",-3,NA
"39",-2,NA
"40",-3,NA
"41",-3,NA
"42",-2,NA
"43",-2,NA
"44",-2,NA
"45",-3,NA
"46",-3,NA
"47",-3,NA
"48",-2,NA
"49",-3,NA
"50",0,NA
"51",-4,NA
"52",-2,NA
"53",0,NA
"54",-3,NA
"55",-1,NA
"56",-3,NA
"57",-3,NA
"58",-1,NA
"59",0,NA
"60",-2,NA
"61",-1,NA
"62",-3,NA
"63",-2,NA
"64",-3,NA
"65",0,NA
"66",-2,NA
"67",0,NA
"68",0,NA
"69",0,NA
"70",-2,NA
"71",-1,NA
"72",-1,NA
"73",-1,NA
"74",-4,NA
"75",-2,NA
"76",-3,NA
"77",-2,NA
"78",-1,NA
"79",-2,NA
"80",-3,NA
"81",-3,NA
"82",-1,NA
"83",-2,NA
"84",0,NA
"85",-3,NA
"86",-2,NA
"87",2,NA
"88",0,NA
"89",0,NA
"90",-3,NA
"91",-3,NA
"92",-1,NA
"93",-2,NA
"94",-1,NA
"95",-2,NA
"96",-3,NA
"97",0,NA
"98",-3,NA
"99",-2,NA
"100",-2,NA
"101",-1,NA
"102",-2,NA
"103",-2,NA
"104",1,NA
"105",-2,NA
"106",0,NA
"107",1,NA
"108",-1,NA
"109",-2,NA
"110",-3,NA
"111",1,NA
"112",-2,NA
"113",-4,NA
"114",1,NA
"115",-1,NA
"116",-3,NA
"117",-2,NA
"118",1,NA
"119",-1,NA
"120",-2,NA
"121",-1,NA
"122",-2,NA
"123",-2,NA
"124",-3,NA
"125",-2,NA
"126",2,NA
"127",-3,NA
"128",-3,NA
"129",-3,NA
"130",-1,NA
"131",-1,NA
"132",0,NA
"133",-1,NA
"134",-1,NA
"135",-2,NA
"136",-1,NA
"137",0,NA
"138",0,NA
"139",2,NA
"140",-2,NA
"141",-2,NA
"142",-2,NA
"143",-4,NA
"144",-3,NA
"145",0,NA
"146",-3,NA
"147",-3,NA
"148",-4,NA
"149",-3,NA
"150",-1,NA
"151",0,NA
"152",-2,NA
"153",-2,NA
"154",-3,NA
"155",-3,NA
"156",-2,NA
"157",-1,NA
"158",-3,NA
"159",-2,NA
"160",-3,NA
"161",-2,NA
"162",-2,NA
"163",-1,NA
"164",-2,NA
"165",-2,NA
"166",-2,NA
"167",-1,NA
"168",-3,NA
"169",-2,NA
"170",-3,NA
"171",-1,NA
"172",-3,NA
"173",0,NA
"174",-1,NA
"175",-1,NA
"176",-1,NA
"177",-2,NA
"178",-2,NA
"179",0,NA
"180",-1,NA
"181",0,NA
"182",-2,NA
"183",-1,NA
"184",-3,NA
"185",-1,NA
"186",-2,NA
"187",-3,NA
"188",-1,NA
"189",1,NA
"190",1,NA
"191",-3,NA
"192",-2,NA
"193",2,NA
"194",-1,NA
"195",1,NA
"196",-2,NA
"197",-2,NA
"198",-1,NA
"199",-3,NA
"200",-1,NA
"201",-3,NA
"202",2,NA
"203",-1,NA
"204",-2,NA
"205",-2,NA
"206",0,NA
"207",-2,NA
"208",-3,NA
"209",-3,NA
"210",-3,NA
"211",-2,NA
"212",-3,NA
"213",-3,NA
"214",-1,NA
"215",-4,NA
"216",-1,NA
"217",-2,NA
"218",-2,NA
"219",0,NA
"220",1,NA
"221",-3,NA
"222",2,NA
"223",-1,NA
"224",-1,NA
"225",-4,NA
"226",-2,NA
"227",-2,NA
"228",-1,NA
"229",-1,NA
"230",1,NA
"231",-1,NA
"232",-2,NA
"233",-2,NA
"234",-4,NA
"235",-3,NA
"236",-2,NA
"237",-3,NA
"238",0,NA
"239",-3,NA
"240",0,NA
"241",-2,NA
"242",-1,NA
"243",-3,NA
"244",-1,NA
"245",-2,NA
"246",-1,NA
"247",-2,NA
"248",2,NA
"249",2,NA
"250",-1,NA
"251",-3,NA
"252",-3,NA
"253",-1,NA
"254",-3,NA
"255",-2,NA
"256",0,NA
"257",-3,NA
"258",-2,NA
"259",-2,NA
"260",0,NA
"261",1,NA
"262",0,NA
"263",-1,NA
"264",1,NA
"265",-2,NA
"266",-1,NA
"267",-2,NA
"268",-2,NA
"269",-4,NA
"270",-2,NA
"271",0,NA
"272",-4,NA
"273",-4,NA
"274",-3,NA
"275",0,NA
"276",-1,NA
"277",2,NA
